pollster,end_date,sample_size,state,hypothetical,party,candidate_name,pct,end_date_num,num_vote
Siena/NYT,2024-09-26,680,Nebraska CD-2,0,REP,Donald Trump,42,142,286
Siena/NYT,2024-09-26,680,Nebraska CD-2,0,DEM,Kamala Harris,49,142,333
Siena/NYT,2024-09-26,680,Nebraska CD-2,0,REP,Donald Trump,41,142,279
Siena/NYT,2024-09-26,680,Nebraska CD-2,0,DEM,Kamala Harris,52,142,354
Siena/NYT,2024-09-26,680,Nebraska CD-2,0,REP,Donald Trump,43,142,292
Siena/NYT,2024-09-26,680,Nebraska CD-2,0,DEM,Kamala Harris,51,142,347
Siena/NYT,2024-09-26,680,Nebraska CD-2,0,REP,Donald Trump,42,142,286
Siena/NYT,2024-09-26,688,Michigan,0,DEM,Kamala Harris,45,142,310
Siena/NYT,2024-09-26,688,Michigan,0,REP,Donald Trump,47,142,323
Siena/NYT,2024-09-26,688,Michigan,0,DEM,Kamala Harris,43,142,296
Siena/NYT,2024-09-26,688,Michigan,0,REP,Donald Trump,46,142,316
Siena/NYT,2024-09-26,688,Michigan,0,DEM,Kamala Harris,48,142,330
Siena/NYT,2024-09-26,688,Michigan,0,REP,Donald Trump,47,142,323
Siena/NYT,2024-09-26,688,Michigan,0,DEM,Kamala Harris,46,142,316
Siena/NYT,2024-09-26,688,Michigan,0,REP,Donald Trump,46,142,316
Siena/NYT,2024-09-26,687,Ohio,0,DEM,Kamala Harris,45,142,309
Siena/NYT,2024-09-26,687,Ohio,0,REP,Donald Trump,49,142,337
Siena/NYT,2024-09-26,687,Ohio,0,DEM,Kamala Harris,44,142,302
Siena/NYT,2024-09-26,687,Ohio,0,REP,Donald Trump,47,142,323
Siena/NYT,2024-09-26,687,Ohio,0,DEM,Kamala Harris,44,142,302
Siena/NYT,2024-09-26,687,Ohio,0,REP,Donald Trump,50,142,344
Siena/NYT,2024-09-26,687,Ohio,0,DEM,Kamala Harris,43,142,295
Siena/NYT,2024-09-26,687,Ohio,0,REP,Donald Trump,49,142,337
Siena/NYT,2024-09-26,680,Wisconsin,0,DEM,Kamala Harris,49,142,333
Siena/NYT,2024-09-26,680,Wisconsin,0,REP,Donald Trump,47,142,320
Siena/NYT,2024-09-26,680,Wisconsin,0,DEM,Kamala Harris,48,142,326
Siena/NYT,2024-09-26,680,Wisconsin,0,REP,Donald Trump,45,142,306
Siena/NYT,2024-09-26,680,Wisconsin,0,DEM,Kamala Harris,49,142,333
Siena/NYT,2024-09-26,680,Wisconsin,0,REP,Donald Trump,47,142,320
Siena/NYT,2024-09-26,680,Wisconsin,0,DEM,Kamala Harris,48,142,326
Siena/NYT,2024-09-26,680,Wisconsin,0,REP,Donald Trump,46,142,313
Marquette Law School,2024-09-26,882,Wisconsin,0,DEM,Kamala Harris,52,142,459
Marquette Law School,2024-09-26,882,Wisconsin,0,REP,Donald Trump,48,142,423
Marquette Law School,2024-09-26,798,Wisconsin,0,DEM,Kamala Harris,52,142,415
Marquette Law School,2024-09-26,798,Wisconsin,0,REP,Donald Trump,48,142,383
Marquette Law School,2024-09-26,882,Wisconsin,1,DEM,Kamala Harris,48,142,423
Marquette Law School,2024-09-26,882,Wisconsin,1,REP,Donald Trump,44,142,388
Marquette Law School,2024-09-26,798,Wisconsin,1,DEM,Kamala Harris,49,142,391
Marquette Law School,2024-09-26,798,Wisconsin,1,REP,Donald Trump,44,142,351
Emerson,2024-09-25,1000,New York,0,DEM,Kamala Harris,55.5,141,555
Emerson,2024-09-25,1000,New York,0,REP,Donald Trump,41.6,141,416
Emerson,2024-09-24,950,Texas,0,DEM,Kamala Harris,46.7,140,444
Emerson,2024-09-24,950,Texas,0,REP,Donald Trump,52.3,140,497
Emerson,2024-09-24,860,Virginia,0,DEM,Kamala Harris,52.7,140,453
Emerson,2024-09-24,860,Virginia,0,REP,Donald Trump,46.2,140,397
YouGov,2024-09-24,1441,Georgia,0,DEM,Kamala Harris,49,140,706
YouGov,2024-09-24,1441,Georgia,0,REP,Donald Trump,51,140,735
Marist,2024-09-24,1416,Arizona,0,DEM,Kamala Harris,48,140,680
Marist,2024-09-24,1416,Arizona,0,REP,Donald Trump,50,140,708
Marist,2024-09-24,1264,Arizona,0,DEM,Kamala Harris,49,140,619
Marist,2024-09-24,1264,Arizona,0,REP,Donald Trump,50,140,632
Marist,2024-09-24,1507,North Carolina,0,DEM,Kamala Harris,49,140,738
Marist,2024-09-24,1507,North Carolina,0,REP,Donald Trump,48,140,723
Marist,2024-09-24,1348,North Carolina,0,DEM,Kamala Harris,49,140,661
Marist,2024-09-24,1348,North Carolina,0,REP,Donald Trump,49,140,661
Marist,2024-09-24,1420,Georgia,0,DEM,Kamala Harris,49,140,696
Marist,2024-09-24,1420,Georgia,0,REP,Donald Trump,48,140,682
Marist,2024-09-24,1220,Georgia,0,DEM,Kamala Harris,49,140,598
Marist,2024-09-24,1220,Georgia,0,REP,Donald Trump,50,140,610
Suffolk,2024-09-24,500,Arizona,0,DEM,Kamala Harris,42.4,140,212
Suffolk,2024-09-24,500,Arizona,0,REP,Donald Trump,48.4,140,242
Monmouth,2024-09-23,654,Pennsylvania,0,DEM,Kamala Harris,47,139,307
Monmouth,2024-09-23,654,Pennsylvania,0,REP,Donald Trump,45,139,294
Siena/NYT,2024-09-21,713,Arizona,0,DEM,Kamala Harris,45,137,321
Siena/NYT,2024-09-21,713,Arizona,0,REP,Donald Trump,49,137,349
Siena/NYT,2024-09-21,713,Arizona,0,DEM,Kamala Harris,45,137,321
Siena/NYT,2024-09-21,713,Arizona,0,REP,Donald Trump,50,137,356
Siena/NYT,2024-09-21,713,Arizona,0,DEM,Kamala Harris,42,137,299
Siena/NYT,2024-09-21,713,Arizona,0,REP,Donald Trump,47,137,335
Siena/NYT,2024-09-21,713,Arizona,0,DEM,Kamala Harris,43,137,307
Siena/NYT,2024-09-21,713,Arizona,0,REP,Donald Trump,48,137,342
Siena/NYT,2024-09-21,682,Georgia,0,DEM,Kamala Harris,44,137,300
Siena/NYT,2024-09-21,682,Georgia,0,REP,Donald Trump,48,137,327
Siena/NYT,2024-09-21,682,Georgia,0,DEM,Kamala Harris,45,137,307
Siena/NYT,2024-09-21,682,Georgia,0,REP,Donald Trump,49,137,334
Siena/NYT,2024-09-21,682,Georgia,0,DEM,Kamala Harris,43,137,293
Siena/NYT,2024-09-21,682,Georgia,0,REP,Donald Trump,46,137,314
Siena/NYT,2024-09-21,682,Georgia,0,DEM,Kamala Harris,44,137,300
Siena/NYT,2024-09-21,682,Georgia,0,REP,Donald Trump,47,137,321
Siena/NYT,2024-09-21,682,North Carolina,0,DEM,Kamala Harris,47,137,321
Siena/NYT,2024-09-21,682,North Carolina,0,REP,Donald Trump,48,137,327
Siena/NYT,2024-09-21,682,North Carolina,0,DEM,Kamala Harris,47,137,321
Siena/NYT,2024-09-21,682,North Carolina,0,REP,Donald Trump,49,137,334
Siena/NYT,2024-09-21,682,North Carolina,0,DEM,Kamala Harris,46,137,314
Siena/NYT,2024-09-21,682,North Carolina,0,REP,Donald Trump,46,137,314
Siena/NYT,2024-09-21,682,North Carolina,0,DEM,Kamala Harris,45,137,307
Siena/NYT,2024-09-21,682,North Carolina,0,REP,Donald Trump,47,137,321
University of Massachusetts Lowell/YouGov,2024-09-19,650,Michigan,1,DEM,Kamala Harris,48,135,312
University of Massachusetts Lowell/YouGov,2024-09-19,650,Michigan,1,REP,Donald Trump,43,135,280
University of Massachusetts Lowell/YouGov,2024-09-19,800,Pennsylvania,0,DEM,Kamala Harris,48,135,384
University of Massachusetts Lowell/YouGov,2024-09-19,800,Pennsylvania,0,REP,Donald Trump,46,135,368
Suffolk,2024-09-18,500,Michigan,1,DEM,Kamala Harris,47.6,134,238
Suffolk,2024-09-18,500,Michigan,1,REP,Donald Trump,45.4,134,227
Emerson,2024-09-18,868,Arizona,0,DEM,Kamala Harris,48.7,134,423
Emerson,2024-09-18,868,Arizona,0,REP,Donald Trump,49.8,134,432
Emerson,2024-09-18,975,Georgia,0,DEM,Kamala Harris,48.2,134,470
Emerson,2024-09-18,975,Georgia,0,REP,Donald Trump,50.3,134,490
Emerson,2024-09-18,875,Michigan,0,DEM,Kamala Harris,50,134,438
Emerson,2024-09-18,875,Michigan,0,REP,Donald Trump,49.1,134,430
Emerson,2024-09-18,895,Nevada,0,DEM,Kamala Harris,48.8,134,437
Emerson,2024-09-18,895,Nevada,0,REP,Donald Trump,49,134,439
Emerson,2024-09-18,880,Pennsylvania,0,DEM,Kamala Harris,49.6,134,436
Emerson,2024-09-18,880,Pennsylvania,0,REP,Donald Trump,49.3,134,434
Emerson,2024-09-18,1000,North Carolina,0,DEM,Kamala Harris,49.7,134,497
Emerson,2024-09-18,1000,North Carolina,0,REP,Donald Trump,49.3,134,493
Emerson,2024-09-18,1000,Wisconsin,0,DEM,Kamala Harris,48.7,134,487
Emerson,2024-09-18,1000,Wisconsin,0,REP,Donald Trump,50.3,134,503
Marist,2024-09-17,1663,Pennsylvania,0,DEM,Kamala Harris,49,133,815
Marist,2024-09-17,1663,Pennsylvania,0,REP,Donald Trump,48,133,798
Marist,2024-09-17,1476,Pennsylvania,0,DEM,Kamala Harris,49,133,723
Marist,2024-09-17,1476,Pennsylvania,0,REP,Donald Trump,49,133,723
Marist,2024-09-17,1312,Wisconsin,0,DEM,Kamala Harris,50,133,656
Marist,2024-09-17,1312,Wisconsin,0,REP,Donald Trump,47,133,617
Marist,2024-09-17,1194,Wisconsin,0,DEM,Kamala Harris,50,133,597
Marist,2024-09-17,1194,Wisconsin,0,REP,Donald Trump,49,133,585
Marist,2024-09-17,1282,Michigan,0,DEM,Kamala Harris,50,133,641
Marist,2024-09-17,1282,Michigan,0,REP,Donald Trump,47,133,603
Marist,2024-09-17,1138,Michigan,0,DEM,Kamala Harris,52,133,592
Marist,2024-09-17,1138,Michigan,0,REP,Donald Trump,47,133,535
The Washington Post,2024-09-16,1003,Pennsylvania,0,DEM,Kamala Harris,48,132,481
The Washington Post,2024-09-16,1003,Pennsylvania,0,REP,Donald Trump,47,132,471
The Washington Post,2024-09-16,1003,Pennsylvania,0,DEM,Kamala Harris,48,132,481
The Washington Post,2024-09-16,1003,Pennsylvania,0,REP,Donald Trump,48,132,481
Siena/NYT,2024-09-16,1082,Pennsylvania,0,DEM,Kamala Harris,50,132,541
Siena/NYT,2024-09-16,1082,Pennsylvania,0,REP,Donald Trump,46,132,498
Siena/NYT,2024-09-16,1082,Pennsylvania,0,DEM,Kamala Harris,50,132,541
Siena/NYT,2024-09-16,1082,Pennsylvania,0,REP,Donald Trump,46,132,498
Siena/NYT,2024-09-16,1082,Pennsylvania,0,DEM,Kamala Harris,48,132,519
Siena/NYT,2024-09-16,1082,Pennsylvania,0,REP,Donald Trump,45,132,487
Siena/NYT,2024-09-16,1082,Pennsylvania,0,DEM,Kamala Harris,49,132,530
Siena/NYT,2024-09-16,1082,Pennsylvania,0,REP,Donald Trump,45,132,487
Suffolk,2024-09-14,500,Pennsylvania,0,DEM,Kamala Harris,48.6,130,243
Suffolk,2024-09-14,500,Pennsylvania,0,REP,Donald Trump,45.6,130,228
Emerson,2024-09-13,890,Maryland,0,DEM,Kamala Harris,65.3,129,581
Emerson,2024-09-13,890,Maryland,0,REP,Donald Trump,33.3,129,296
Emerson,2024-09-13,850,Missouri,0,DEM,Kamala Harris,43.4,129,369
Emerson,2024-09-13,850,Missouri,0,REP,Donald Trump,55.2,129,469
Emerson,2024-09-13,1000,Indiana,0,DEM,Kamala Harris,40.7,129,407
Emerson,2024-09-13,1000,Indiana,0,REP,Donald Trump,57.9,129,579
Data Orbital,2024-09-09,550,Arizona,0,DEM,Kamala Harris,46,125,253
Data Orbital,2024-09-09,550,Arizona,0,REP,Donald Trump,46.2,125,254
YouGov,2024-09-06,1077,Michigan,0,DEM,Kamala Harris,50,122,538
YouGov,2024-09-06,1077,Michigan,0,REP,Donald Trump,49,122,528
YouGov,2024-09-06,1078,Pennsylvania,0,DEM,Kamala Harris,50,122,539
YouGov,2024-09-06,1078,Pennsylvania,0,REP,Donald Trump,50,122,539
YouGov,2024-09-06,946,Wisconsin,0,DEM,Kamala Harris,51,122,482
YouGov,2024-09-06,946,Wisconsin,0,REP,Donald Trump,49,122,464
Emerson,2024-09-05,815,California,0,DEM,Kamala Harris,60.8,121,496
Emerson,2024-09-05,815,California,0,REP,Donald Trump,38,121,310
Emerson,2024-09-05,815,Florida,0,DEM,Kamala Harris,47.6,121,388
Emerson,2024-09-05,815,Florida,0,REP,Donald Trump,51.1,121,416
Emerson,2024-09-05,845,Texas,0,DEM,Kamala Harris,48,121,406
Emerson,2024-09-05,845,Texas,0,REP,Donald Trump,50.9,121,430
Emerson,2024-09-05,945,Ohio,0,DEM,Kamala Harris,44.7,121,422
Emerson,2024-09-05,945,Ohio,0,REP,Donald Trump,54.3,121,513
Marquette Law School,2024-09-05,822,Wisconsin,0,DEM,Kamala Harris,52,121,427
Marquette Law School,2024-09-05,822,Wisconsin,0,REP,Donald Trump,48,121,395
Marquette Law School,2024-09-05,738,Wisconsin,0,DEM,Kamala Harris,52,121,384
Marquette Law School,2024-09-05,738,Wisconsin,0,REP,Donald Trump,48,121,354
Marquette Law School,2024-09-05,822,Wisconsin,1,DEM,Kamala Harris,47,121,386
Marquette Law School,2024-09-05,822,Wisconsin,1,REP,Donald Trump,43,121,353
Marquette Law School,2024-09-05,738,Wisconsin,1,DEM,Kamala Harris,48,121,354
Marquette Law School,2024-09-05,738,Wisconsin,1,REP,Donald Trump,43,121,317
YouGov,2024-08-31,1200,Texas,0,DEM,Kamala Harris,44,116,528
YouGov,2024-08-31,1200,Texas,0,REP,Donald Trump,49,116,588
YouGov,2024-08-31,1200,Texas,0,DEM,Kamala Harris,44,116,528
YouGov,2024-08-31,1200,Texas,0,REP,Donald Trump,49,116,588
Emerson,2024-08-28,720,Arizona,0,DEM,Kamala Harris,47.5,113,342
Emerson,2024-08-28,720,Arizona,0,REP,Donald Trump,51.2,113,369
Emerson,2024-08-28,800,Michigan,0,DEM,Kamala Harris,51.2,113,410
Emerson,2024-08-28,800,Michigan,0,REP,Donald Trump,47.6,113,381
Emerson,2024-08-28,1168,Nevada,0,DEM,Kamala Harris,49.4,113,577
Emerson,2024-08-28,1168,Nevada,0,REP,Donald Trump,48.8,113,570
Emerson,2024-08-28,950,Pennsylvania,0,DEM,Kamala Harris,49.4,113,469
Emerson,2024-08-28,950,Pennsylvania,0,REP,Donald Trump,49.4,113,469
Emerson,2024-08-28,850,Wisconsin,0,DEM,Kamala Harris,49.1,113,417
Emerson,2024-08-28,850,Wisconsin,0,REP,Donald Trump,49.8,113,423
Emerson,2024-08-28,775,North Carolina,0,DEM,Kamala Harris,49,113,380
Emerson,2024-08-28,775,North Carolina,0,REP,Donald Trump,49.9,113,387
Emerson,2024-08-28,800,Georgia,0,DEM,Kamala Harris,50.1,113,401
Emerson,2024-08-28,800,Georgia,0,REP,Donald Trump,49,113,392
YouGov,2024-08-23,500,Pennsylvania,0,DEM,Kamala Harris,43,108,215
YouGov,2024-08-23,500,Pennsylvania,0,REP,Donald Trump,42.5,108,212
YouGov,2024-08-23,500,Pennsylvania,1,DEM,Kamala Harris,43,108,215
YouGov,2024-08-23,500,Pennsylvania,1,REP,Donald Trump,41,108,205
YouGov,2024-08-23,500,Wisconsin,0,DEM,Kamala Harris,48,108,240
YouGov,2024-08-23,500,Wisconsin,0,REP,Donald Trump,42,108,210
YouGov,2024-08-23,500,Wisconsin,1,DEM,Kamala Harris,45,108,225
YouGov,2024-08-23,500,Wisconsin,1,REP,Donald Trump,40,108,200
YouGov,2024-08-23,500,Michigan,0,DEM,Kamala Harris,44,108,220
YouGov,2024-08-23,500,Michigan,0,REP,Donald Trump,43.5,108,218
YouGov,2024-08-23,500,Michigan,1,DEM,Kamala Harris,44,108,220
YouGov,2024-08-23,500,Michigan,1,REP,Donald Trump,41.5,108,208
Emerson,2024-08-22,965,New Mexico,0,DEM,Kamala Harris,53.6,107,517
Emerson,2024-08-22,965,New Mexico,0,REP,Donald Trump,46.4,107,448
Emerson,2024-08-22,965,New Mexico,1,DEM,Kamala Harris,51,107,492
Emerson,2024-08-22,965,New Mexico,1,REP,Donald Trump,40.2,107,388
YouGov,2024-08-16,900,Missouri,0,DEM,Kamala Harris,41,101,369
YouGov,2024-08-16,900,Missouri,0,REP,Donald Trump,54,101,486
Siena/NYT,2024-08-15,677,Nevada,0,DEM,Kamala Harris,46,100,311
Siena/NYT,2024-08-15,677,Nevada,0,REP,Donald Trump,48,100,325
Siena/NYT,2024-08-15,677,Nevada,0,DEM,Kamala Harris,47,100,318
Siena/NYT,2024-08-15,677,Nevada,0,REP,Donald Trump,48,100,325
Siena/NYT,2024-08-15,677,Nevada,1,DEM,Kamala Harris,42,100,284
Siena/NYT,2024-08-15,677,Nevada,1,REP,Donald Trump,45,100,305
Siena/NYT,2024-08-15,677,Nevada,1,DEM,Kamala Harris,44,100,298
Siena/NYT,2024-08-15,677,Nevada,1,REP,Donald Trump,46,100,311
Siena/NYT,2024-08-15,677,Arizona,0,DEM,Kamala Harris,49,100,332
Siena/NYT,2024-08-15,677,Arizona,0,REP,Donald Trump,45,100,305
Siena/NYT,2024-08-15,677,Arizona,0,DEM,Kamala Harris,50,100,338
Siena/NYT,2024-08-15,677,Arizona,0,REP,Donald Trump,45,100,305
Siena/NYT,2024-08-15,677,Arizona,1,DEM,Kamala Harris,45,100,305
Siena/NYT,2024-08-15,677,Arizona,1,REP,Donald Trump,42,100,284
Siena/NYT,2024-08-15,677,Arizona,1,DEM,Kamala Harris,47,100,318
Siena/NYT,2024-08-15,677,Arizona,1,REP,Donald Trump,43,100,291
Emerson,2024-08-14,1000,Pennsylvania,0,DEM,Kamala Harris,49.3,99,493
Emerson,2024-08-14,1000,Pennsylvania,0,REP,Donald Trump,50.7,99,507
Emerson,2024-08-14,1000,Pennsylvania,1,DEM,Kamala Harris,46.8,99,468
Emerson,2024-08-14,1000,Pennsylvania,1,REP,Donald Trump,47.4,99,474
Siena/NYT,2024-08-14,655,North Carolina,0,DEM,Kamala Harris,49,99,321
Siena/NYT,2024-08-14,655,North Carolina,0,REP,Donald Trump,46,99,301
Siena/NYT,2024-08-14,655,North Carolina,0,DEM,Kamala Harris,49,99,321
Siena/NYT,2024-08-14,655,North Carolina,0,REP,Donald Trump,47,99,308
Siena/NYT,2024-08-14,655,North Carolina,1,DEM,Kamala Harris,45,99,295
Siena/NYT,2024-08-14,655,North Carolina,1,REP,Donald Trump,42,99,275
Siena/NYT,2024-08-14,655,North Carolina,1,DEM,Kamala Harris,46,99,301
Siena/NYT,2024-08-14,655,North Carolina,1,REP,Donald Trump,44,99,288
Siena/NYT,2024-08-14,661,Georgia,0,DEM,Kamala Harris,44,99,291
Siena/NYT,2024-08-14,661,Georgia,0,REP,Donald Trump,51,99,337
Siena/NYT,2024-08-14,661,Georgia,0,DEM,Kamala Harris,46,99,304
Siena/NYT,2024-08-14,661,Georgia,0,REP,Donald Trump,50,99,330
Siena/NYT,2024-08-14,661,Georgia,1,DEM,Kamala Harris,41,99,271
Siena/NYT,2024-08-14,661,Georgia,1,REP,Donald Trump,47,99,311
Siena/NYT,2024-08-14,661,Georgia,1,DEM,Kamala Harris,44,99,291
Siena/NYT,2024-08-14,661,Georgia,1,REP,Donald Trump,47,99,311
Suffolk,2024-08-11,500,Florida,1,DEM,Kamala Harris,41.8,96,209
Suffolk,2024-08-11,500,Florida,1,REP,Donald Trump,46.8,96,234
Siena/NYT,2024-08-09,693,Pennsylvania,0,DEM,Kamala Harris,49,94,340
Siena/NYT,2024-08-09,693,Pennsylvania,0,REP,Donald Trump,46,94,319
Siena/NYT,2024-08-09,693,Pennsylvania,0,DEM,Kamala Harris,50,94,346
Siena/NYT,2024-08-09,693,Pennsylvania,0,REP,Donald Trump,46,94,319
Siena/NYT,2024-08-09,693,Pennsylvania,1,DEM,Kamala Harris,45,94,312
Siena/NYT,2024-08-09,693,Pennsylvania,1,REP,Donald Trump,43,94,298
Siena/NYT,2024-08-09,693,Pennsylvania,1,DEM,Kamala Harris,46,94,319
Siena/NYT,2024-08-09,693,Pennsylvania,1,REP,Donald Trump,44,94,305
YouGov Blue,2024-08-09,802,North Carolina,1,DEM,Kamala Harris,46,94,369
YouGov Blue,2024-08-09,802,North Carolina,1,REP,Donald Trump,46,94,369
Siena/NYT,2024-08-08,619,Michigan,0,DEM,Kamala Harris,45,93,279
Siena/NYT,2024-08-08,619,Michigan,0,REP,Donald Trump,48,93,297
Siena/NYT,2024-08-08,619,Michigan,0,DEM,Kamala Harris,50,93,310
Siena/NYT,2024-08-08,619,Michigan,0,REP,Donald Trump,46,93,285
Siena/NYT,2024-08-08,619,Michigan,1,DEM,Kamala Harris,44,93,272
Siena/NYT,2024-08-08,619,Michigan,1,REP,Donald Trump,43,93,266
Siena/NYT,2024-08-08,619,Michigan,1,DEM,Kamala Harris,48,93,297
Siena/NYT,2024-08-08,619,Michigan,1,REP,Donald Trump,43,93,266
Siena/NYT,2024-08-08,661,Wisconsin,0,DEM,Kamala Harris,50,93,330
Siena/NYT,2024-08-08,661,Wisconsin,0,REP,Donald Trump,46,93,304
Siena/NYT,2024-08-08,661,Wisconsin,0,DEM,Kamala Harris,50,93,330
Siena/NYT,2024-08-08,661,Wisconsin,0,REP,Donald Trump,46,93,304
Siena/NYT,2024-08-08,661,Wisconsin,1,DEM,Kamala Harris,49,93,324
Siena/NYT,2024-08-08,661,Wisconsin,1,REP,Donald Trump,42,93,278
Siena/NYT,2024-08-08,661,Wisconsin,1,DEM,Kamala Harris,49,93,324
Siena/NYT,2024-08-08,661,Wisconsin,1,REP,Donald Trump,43,93,284
Emerson,2024-08-06,1000,Montana,0,DEM,Kamala Harris,42.5,91,425
Emerson,2024-08-06,1000,Montana,0,REP,Donald Trump,57.5,91,575
Emerson,2024-08-06,1000,Montana,1,DEM,Kamala Harris,39,91,390
Emerson,2024-08-06,1000,Montana,1,REP,Donald Trump,53.5,91,535
Marquette Law School,2024-08-01,877,Wisconsin,0,DEM,Kamala Harris,49,86,430
Marquette Law School,2024-08-01,877,Wisconsin,0,REP,Donald Trump,50,86,438
Marquette Law School,2024-08-01,801,Wisconsin,0,DEM,Kamala Harris,50,86,400
Marquette Law School,2024-08-01,801,Wisconsin,0,REP,Donald Trump,49,86,392
Marquette Law School,2024-08-01,877,Wisconsin,1,DEM,Kamala Harris,45,86,395
Marquette Law School,2024-08-01,877,Wisconsin,1,REP,Donald Trump,43,86,377
Marquette Law School,2024-08-01,801,Wisconsin,1,DEM,Kamala Harris,46,86,368
Marquette Law School,2024-08-01,801,Wisconsin,1,REP,Donald Trump,45,86,360
Emerson,2024-07-28,1000,New Hampshire,0,DEM,Kamala Harris,52.4,82,524
Emerson,2024-07-28,1000,New Hampshire,0,REP,Donald Trump,47.6,82,476
Emerson,2024-07-28,1000,New Hampshire,1,DEM,Kamala Harris,47.7,82,477
Emerson,2024-07-28,1000,New Hampshire,1,REP,Donald Trump,41.4,82,414
Emerson,2024-07-23,800,Arizona,0,DEM,Kamala Harris,47.4,77,379
Emerson,2024-07-23,800,Arizona,0,REP,Donald Trump,52.6,77,421
Emerson,2024-07-23,800,Arizona,1,DEM,Kamala Harris,39.8,77,318
Emerson,2024-07-23,800,Arizona,1,REP,Donald Trump,47.5,77,380
Emerson,2024-07-23,800,Georgia,0,DEM,Kamala Harris,48.9,77,391
Emerson,2024-07-23,800,Georgia,0,REP,Donald Trump,51.1,77,409
Emerson,2024-07-23,800,Georgia,1,DEM,Kamala Harris,43.3,77,346
Emerson,2024-07-23,800,Georgia,1,REP,Donald Trump,45.9,77,367
Emerson,2024-07-23,800,Michigan,0,DEM,Kamala Harris,49.1,77,393
Emerson,2024-07-23,800,Michigan,0,REP,Donald Trump,50.9,77,407
Emerson,2024-07-23,800,Michigan,1,DEM,Kamala Harris,43.8,77,350
Emerson,2024-07-23,800,Michigan,1,REP,Donald Trump,44.1,77,353
Emerson,2024-07-23,845,Wisconsin,0,DEM,Kamala Harris,50.6,77,428
Emerson,2024-07-23,845,Wisconsin,0,REP,Donald Trump,49.4,77,417
Emerson,2024-07-23,845,Wisconsin,1,DEM,Kamala Harris,45.4,77,384
Emerson,2024-07-23,845,Wisconsin,1,REP,Donald Trump,44.9,77,379
Emerson,2024-07-23,850,Pennsylvania,0,DEM,Kamala Harris,48.9,77,416
Emerson,2024-07-23,850,Pennsylvania,0,REP,Donald Trump,51.1,77,434
Emerson,2024-07-23,850,Pennsylvania,1,DEM,Kamala Harris,44.3,77,377
Emerson,2024-07-23,850,Pennsylvania,1,REP,Donald Trump,46.1,77,392
Suffolk,2024-07-18,500,Massachusetts,1,REP,Donald Trump,29,72,145
Emerson,2024-07-16,1000,Arizona,1,REP,Donald Trump,46.9,70,469
Emerson,2024-07-16,1000,Arizona,1,REP,Donald Trump,45.6,70,456
Emerson,2024-07-16,1000,Georgia,1,REP,Donald Trump,47.3,70,473
Emerson,2024-07-16,1000,Georgia,1,REP,Donald Trump,43.7,70,437
Emerson,2024-07-16,1000,Michigan,1,REP,Donald Trump,45.1,70,451
Emerson,2024-07-16,1000,Michigan,1,REP,Donald Trump,42.6,70,426
Emerson,2024-07-16,1000,Nevada,1,REP,Donald Trump,45.6,70,456
Emerson,2024-07-16,1000,Nevada,1,REP,Donald Trump,42.9,70,429
Emerson,2024-07-16,1000,North Carolina,1,REP,Donald Trump,47.7,70,477
Emerson,2024-07-16,1000,North Carolina,1,REP,Donald Trump,47,70,470
Emerson,2024-07-16,1000,Pennsylvania,1,REP,Donald Trump,47.6,70,476
Emerson,2024-07-16,1000,Pennsylvania,1,REP,Donald Trump,45.9,70,459
Emerson,2024-07-16,1000,Wisconsin,1,REP,Donald Trump,47.6,70,476
Emerson,2024-07-16,1000,Wisconsin,1,REP,Donald Trump,45.5,70,455
Emerson,2024-07-15,1000,Virginia,1,REP,Donald Trump,50.4,69,504
Emerson,2024-07-15,1000,Virginia,1,REP,Donald Trump,42.9,69,429
Emerson,2024-07-15,1000,Virginia,0,DEM,Kamala Harris,44.5,69,445
Emerson,2024-07-15,1000,Virginia,0,REP,Donald Trump,46.7,69,467
Siena/NYT,2024-07-12,661,Virginia,1,REP,Donald Trump,44,66,291
Siena/NYT,2024-07-12,661,Virginia,1,REP,Donald Trump,45,66,297
Siena/NYT,2024-07-12,661,Virginia,1,REP,Donald Trump,36,66,238
Siena/NYT,2024-07-12,661,Virginia,1,REP,Donald Trump,38,66,251
Siena/NYT,2024-07-12,661,Virginia,0,DEM,Kamala Harris,48,66,317
Siena/NYT,2024-07-12,661,Virginia,0,REP,Donald Trump,44,66,291
Siena/NYT,2024-07-12,661,Virginia,0,DEM,Kamala Harris,49,66,324
Siena/NYT,2024-07-12,661,Virginia,0,REP,Donald Trump,44,66,291
Siena/NYT,2024-07-12,661,Virginia,1,DEM,Kamala Harris,41,66,271
Siena/NYT,2024-07-12,661,Virginia,1,REP,Donald Trump,38,66,251
Siena/NYT,2024-07-12,661,Virginia,1,DEM,Kamala Harris,43,66,284
Siena/NYT,2024-07-12,661,Virginia,1,REP,Donald Trump,39,66,258
Siena/NYT,2024-07-11,872,Pennsylvania,1,REP,Donald Trump,48,65,419
Siena/NYT,2024-07-11,872,Pennsylvania,1,REP,Donald Trump,48,65,419
Siena/NYT,2024-07-11,872,Pennsylvania,1,REP,Donald Trump,41,65,358
Siena/NYT,2024-07-11,872,Pennsylvania,1,REP,Donald Trump,42,65,366
Siena/NYT,2024-07-11,872,Pennsylvania,0,DEM,Kamala Harris,46,65,401
Siena/NYT,2024-07-11,872,Pennsylvania,0,REP,Donald Trump,48,65,419
